número_da_consulta,número_do_documento,ordem_no_ranking,score
1,clueweb22-pt0000-94-13135_93,91,5.4325895
1,clueweb22-pt0001-59-06472_29,92,5.4292645
1,clueweb22-pt0000-61-04662_1,93,5.4198856
1,clueweb22-pt0001-10-00551_14,94,5.410493
1,clueweb22-pt0000-55-14176_13,95,5.405598
1,clueweb22-pt0000-05-07831_6,96,5.396864
1,clueweb22-pt0000-83-19601_3,97,5.3595448
1,clueweb22-pt0000-45-12401_71,98,5.3511105
1,clueweb22-pt0000-96-18560_4,99,5.3488045
1,clueweb22-pt0000-45-11303_1,100,5.3444605
9,clueweb22-pt0001-76-10992_20,1,8.603383
9,clueweb22-pt0000-60-13233_0,2,8.520895
9,clueweb22-pt0000-86-06698_41,3,8.326976
9,clueweb22-pt0001-40-02744_42,4,8.202302
9,clueweb22-pt0002-00-06994_2,5,8.04201
9,clueweb22-pt0001-53-15813_1,6,7.972889
9,clueweb22-pt0001-09-09523_76,7,7.9068913
9,clueweb22-pt0001-91-11286_0,8,7.7568464
9,clueweb22-pt0000-64-00347_205,9,7.7129893
9,clueweb22-pt0001-51-05484_423,10,7.677655
9,clueweb22-pt0000-27-11577_1,11,7.626872
9,clueweb22-pt0001-79-07003_2,12,7.5835114
9,clueweb22-pt0002-04-00390_0,13,7.5663943
9,clueweb22-pt0000-58-14139_0,14,7.5476875
9,clueweb22-pt0001-35-15589_1,15,7.497245
9,clueweb22-pt0000-31-07714_56,16,7.489122
9,clueweb22-pt0001-64-09067_7,17,7.453917
9,clueweb22-pt0001-91-15036_2,18,7.442756
9,clueweb22-pt0001-48-03411_6,19,7.4399104
9,clueweb22-pt0000-96-19557_2,20,7.424292
9,clueweb22-pt0000-18-16723_0,21,7.3163257
9,clueweb22-pt0000-00-12762_490,22,7.308707
9,clueweb22-pt0000-91-05359_4,23,7.302766
9,clueweb22-pt0001-87-16063_0,24,7.278301
9,clueweb22-pt0001-68-10685_0,25,7.21135
9,clueweb22-pt0001-32-17839_7,26,7.2059846
9,clueweb22-pt0001-16-13193_40,27,7.1746674
9,clueweb22-pt0002-16-00651_1,28,7.1513333
9,clueweb22-pt0001-52-00194_0,29,7.1215434
9,clueweb22-pt0002-05-04185_1,30,7.055748
9,clueweb22-pt0000-04-00451_1,31,7.052365
9,clueweb22-pt0000-10-16385_4,32,7.0375056
9,clueweb22-pt0001-84-16768_580,33,7.02322
9,clueweb22-pt0001-88-16988_5,34,7.007899
9,clueweb22-pt0001-95-13760_2,35,7.000183
9,clueweb22-pt0000-79-16186_2,36,6.9663644
9,clueweb22-pt0000-49-11910_20,37,6.9459143
9,clueweb22-pt0000-79-12260_1,38,6.9405675
9,clueweb22-pt0001-73-13912_0,39,6.8576775
9,clueweb22-pt0002-42-00430_3,40,6.8487115
9,clueweb22-pt0000-39-02146_0,41,6.838402
9,clueweb22-pt0000-02-01654_0,42,6.8195033
9,clueweb22-pt0000-89-09650_1,43,6.7980056
9,clueweb22-pt0001-93-14304_11,44,6.760814
9,clueweb22-pt0001-83-05722_5,45,6.738701
9,clueweb22-pt0001-09-18154_0,46,6.723426
9,clueweb22-pt0000-50-05471_5,47,6.6841545
9,clueweb22-pt0000-84-18887_4,48,6.681731
9,clueweb22-pt0001-54-10968_29,49,6.6684184
9,clueweb22-pt0001-01-05103_0,50,6.6597767
9,clueweb22-pt0001-36-11792_4,51,6.6561747
9,clueweb22-pt0001-25-15639_0,52,6.6379905
9,clueweb22-pt0001-72-09261_0,53,6.6379905
9,clueweb22-pt0001-49-04954_0,54,6.6379905
9,clueweb22-pt0001-33-01916_2,55,6.62858
9,clueweb22-pt0000-47-15979_0,56,6.605726
9,clueweb22-pt0002-00-06994_3,57,6.5928597
9,clueweb22-pt0001-86-02679_96,58,6.590203
9,clueweb22-pt0001-94-11632_16,59,6.5886188
9,clueweb22-pt0001-94-02598_499,60,6.585024
9,clueweb22-pt0001-51-17092_16,61,6.584465
9,clueweb22-pt0000-36-05516_2,62,6.581711
9,clueweb22-pt0000-72-03655_0,63,6.5809484
9,clueweb22-pt0000-87-18007_26,64,6.569628
9,clueweb22-pt0001-84-08743_155,65,6.566256
9,clueweb22-pt0000-46-11299_0,66,6.5594373
9,clueweb22-pt0001-71-11532_118,67,6.55245
9,clueweb22-pt0001-91-15440_1,68,6.551531
9,clueweb22-pt0000-08-05938_0,69,6.526781
9,clueweb22-pt0000-38-09042_4,70,6.5266256
9,clueweb22-pt0000-08-13947_9,71,6.5087624
9,clueweb22-pt0000-13-06898_1,72,6.5087624
9,clueweb22-pt0000-09-04445_4,73,6.489545
9,clueweb22-pt0001-48-12055_1,74,6.47376
9,clueweb22-pt0002-00-19197_0,75,6.453073
9,clueweb22-pt0000-53-12342_2,76,6.4499044
9,clueweb22-pt0000-46-03652_7,77,6.447701
9,clueweb22-pt0000-19-02607_2,78,6.4438925
9,clueweb22-pt0000-85-02708_3,79,6.4292064
9,clueweb22-pt0000-05-01440_0,80,6.427662
9,clueweb22-pt0000-19-08262_6,81,6.427662
9,clueweb22-pt0001-84-12823_0,82,6.4245567
9,clueweb22-pt0002-00-06994_1,83,6.4134355
9,clueweb22-pt0000-77-04106_4,84,6.413034
9,clueweb22-pt0001-86-02679_67,85,6.4057717
9,clueweb22-pt0001-10-05834_33,86,6.3966637
9,clueweb22-pt0000-73-09519_3,87,6.382262
9,clueweb22-pt0002-40-01101_18,88,6.3742266
9,clueweb22-pt0000-91-06231_0,89,6.366264
9,clueweb22-pt0001-31-02003_5,90,6.362952
9,clueweb22-pt0000-77-08846_5,91,6.35872
9,clueweb22-pt0001-69-07887_2,92,6.354623
9,clueweb22-pt0000-73-02344_3,93,6.3543053
9,clueweb22-pt0001-29-00936_22,94,6.353491
9,clueweb22-pt0000-99-09635_0,95,6.352401
9,clueweb22-pt0000-66-14216_15,96,6.3475657
9,clueweb22-pt0000-28-06354_0,97,6.345877
9,clueweb22-pt0001-22-10041_2,98,6.341299
9,clueweb22-pt0000-97-10524_407,99,6.3412504
9,clueweb22-pt0001-23-11936_0,100,6.3060484
11,clueweb22-pt0000-39-12595_0,1,11.77822
11,clueweb22-pt0001-85-12946_9,2,9.909073
11,clueweb22-pt0001-77-14906_1,3,9.463088
11,clueweb22-pt0000-49-06457_7,4,9.283004
11,clueweb22-pt0001-26-19468_5,5,9.112963
11,clueweb22-pt0000-57-04977_22,6,8.193099
11,clueweb22-pt0001-64-10367_215,7,8.187295
11,clueweb22-pt0001-60-15967_10,8,8.028524
11,clueweb22-pt0000-82-10589_0,9,8.025888
11,clueweb22-pt0000-70-10337_10,10,7.976104
11,clueweb22-pt0000-63-11740_3,11,7.941208
11,clueweb22-pt0001-75-14620_6,12,7.8866305
11,clueweb22-pt0001-23-03982_2,13,7.8499103
11,clueweb22-pt0001-86-12785_14,14,7.8422685
11,clueweb22-pt0000-41-14198_2,15,7.768977
11,clueweb22-pt0001-01-09636_12,16,7.6279263
11,clueweb22-pt0001-92-08171_3,17,7.6053586
11,clueweb22-pt0001-73-04169_0,18,7.6021876
11,clueweb22-pt0000-92-16674_0,19,7.523921
11,clueweb22-pt0001-63-04468_0,20,7.4999385
11,clueweb22-pt0000-97-02510_15,21,7.4841647
11,clueweb22-pt0001-46-16566_9,22,7.4375753
11,clueweb22-pt0001-19-05580_3,23,7.4230924
11,clueweb22-pt0000-71-15087_0,24,7.374265
11,clueweb22-pt0000-06-18108_13,25,7.37349
11,clueweb22-pt0000-49-06457_6,26,7.309903
11,clueweb22-pt0000-60-10993_15,27,7.298984
11,clueweb22-pt0001-86-02713_2,28,7.286084
11,clueweb22-pt0000-73-10623_0,29,7.2753973
11,clueweb22-pt0001-65-09835_6,30,7.1753497
11,clueweb22-pt0002-01-03458_1,31,7.173107
11,clueweb22-pt0000-10-12578_5,32,7.154412
11,clueweb22-pt0000-92-14516_0,33,7.1067743
11,clueweb22-pt0000-24-01680_1,34,7.0746226
11,clueweb22-pt0000-95-08718_11,35,7.0596642
11,clueweb22-pt0001-31-09012_427,36,7.056658
11,clueweb22-pt0000-49-08658_0,37,6.980097
11,clueweb22-pt0001-15-12923_3,38,6.9406047
11,clueweb22-pt0000-69-10954_1,39,6.9398017
11,clueweb22-pt0001-51-15801_3,40,6.9001102
11,clueweb22-pt0001-18-07680_4,41,6.8935175
11,clueweb22-pt0001-94-13905_0,42,6.8835764
11,clueweb22-pt0000-60-04812_5,43,6.878099
11,clueweb22-pt0000-39-18875_10,44,6.872371
11,clueweb22-pt0001-89-08540_4,45,6.8664455
11,clueweb22-pt0001-94-16170_23,46,6.8550663
11,clueweb22-pt0001-87-09925_6,47,6.8313417
11,clueweb22-pt0001-59-17766_0,48,6.8103814
11,clueweb22-pt0000-36-06202_31,49,6.7765555
11,clueweb22-pt0001-46-16566_8,50,6.7750697
11,clueweb22-pt0000-77-13772_59,51,6.771083
11,clueweb22-pt0001-22-17990_327,52,6.758387
11,clueweb22-pt0000-52-13319_2,53,6.7313724
11,clueweb22-pt0000-59-08523_2,54,6.726
11,clueweb22-pt0000-49-02177_49,55,6.719121
11,clueweb22-pt0000-58-06292_5,56,6.7191014
11,clueweb22-pt0001-30-02881_2,57,6.7039247
11,clueweb22-pt0000-75-04087_24,58,6.6792502
11,clueweb22-pt0000-03-02952_1,59,6.6644306
11,clueweb22-pt0000-51-00928_650,60,6.660258
11,clueweb22-pt0001-92-10186_2,61,6.65184
11,clueweb22-pt0001-72-15157_1,62,6.6498137
11,clueweb22-pt0000-39-12595_2,63,6.645648
11,clueweb22-pt0000-14-01000_0,64,6.619638
11,clueweb22-pt0001-23-03593_100,65,6.610569
11,clueweb22-pt0001-40-03501_100,66,6.5958323
11,clueweb22-pt0001-58-09618_1,67,6.5930495
11,clueweb22-pt0000-31-15497_19,68,6.5910926
11,clueweb22-pt0001-22-08685_3,69,6.5889726
11,clueweb22-pt0001-12-20119_0,70,6.5643444
11,clueweb22-pt0001-87-09293_7,71,6.538114
11,clueweb22-pt0000-64-17229_9,72,6.5218167
11,clueweb22-pt0001-16-16694_20,73,6.5089326
11,clueweb22-pt0000-10-02027_3,74,6.5085163
11,clueweb22-pt0001-33-13629_0,75,6.5081167
11,clueweb22-pt0000-34-05401_0,76,6.505499
11,clueweb22-pt0002-02-00201_3,77,6.5022597
11,clueweb22-pt0000-62-12530_711,78,6.5014644
11,clueweb22-pt0001-03-02906_1,79,6.493848
11,clueweb22-pt0000-12-10425_1,80,6.483174
11,clueweb22-pt0001-36-05265_5,81,6.470437
11,clueweb22-pt0000-09-05772_8,82,6.467234
11,clueweb22-pt0000-77-13772_133,83,6.456012
11,clueweb22-pt0000-05-17026_1,84,6.45187
11,clueweb22-pt0001-12-16716_15,85,6.4317613
11,clueweb22-pt0001-36-14959_7,86,6.4306326
11,clueweb22-pt0002-02-18085_148,87,6.4290876
11,clueweb22-pt0001-99-05562_48,88,6.427473
11,clueweb22-pt0000-01-14961_15,89,6.4217706
11,clueweb22-pt0000-77-13772_85,90,6.420247
11,clueweb22-pt0000-89-19145_0,91,6.4199014
11,clueweb22-pt0001-66-08000_0,92,6.414057
11,clueweb22-pt0000-63-17140_1,93,6.3967953
11,clueweb22-pt0000-06-12438_8,94,6.3833346
11,clueweb22-pt0001-80-00190_0,95,6.382942
11,clueweb22-pt0000-70-01314_0,96,6.3821497
11,clueweb22-pt0000-51-02685_1,97,6.3709693
11,clueweb22-pt0001-36-15214_5,98,6.3682933
11,clueweb22-pt0001-35-15577_9,99,6.355758
11,clueweb22-pt0001-23-03982_5,100,6.3543315
13,clueweb22-pt0000-14-14568_0,1,12.882295
13,clueweb22-pt0000-63-02683_8,2,12.529782
13,clueweb22-pt0000-95-08532_33,3,12.375515
13,clueweb22-pt0001-05-10344_5,4,12.151624
13,clueweb22-pt0001-76-08086_76,5,11.858223
13,clueweb22-pt0000-29-01169_1,6,11.499346
13,clueweb22-pt0000-22-09916_6,7,11.443451
13,clueweb22-pt0000-74-00392_90,8,10.8093
13,clueweb22-pt0001-87-03177_15,9,10.483668
13,clueweb22-pt0001-55-04189_4,10,10.094516
13,clueweb22-pt0001-39-01295_7,11,10.063262
13,clueweb22-pt0001-39-01295_29,12,9.96216
13,clueweb22-pt0001-00-17579_24,13,9.899856
13,clueweb22-pt0001-88-14911_1,14,9.851421
13,clueweb22-pt0000-94-06380_2,15,9.8238325
13,clueweb22-pt0001-07-15244_0,16,9.768424
13,clueweb22-pt0000-12-13450_50,17,9.71821
13,clueweb22-pt0001-14-00881_2,18,9.677864
13,clueweb22-pt0001-34-09336_17,19,9.574561
13,clueweb22-pt0001-71-07022_8,20,9.551717
13,clueweb22-pt0001-34-05167_6,21,9.470828
13,clueweb22-pt0002-07-07910_12,22,9.4267435
13,clueweb22-pt0001-95-06122_4,23,9.390312
13,clueweb22-pt0000-04-10516_4,24,9.373535
13,clueweb22-pt0000-93-11344_5,25,9.328316
13,clueweb22-pt0000-85-04988_46,26,9.312187
13,clueweb22-pt0001-63-17066_0,27,9.287331
13,clueweb22-pt0001-30-20787_1,28,9.267928
13,clueweb22-pt0000-58-18462_2,29,9.0885935
13,clueweb22-pt0002-06-00679_7,30,9.059696
13,clueweb22-pt0001-17-08316_7,31,9.014299
13,clueweb22-pt0001-00-17579_32,32,8.855584
13,clueweb22-pt0001-00-17579_85,33,8.831137
13,clueweb22-pt0002-00-09353_5,34,8.779312
13,clueweb22-pt0001-64-06074_1,35,8.7521715
13,clueweb22-pt0001-64-19150_44,36,8.737877
13,clueweb22-pt0001-55-04189_59,37,8.674225
13,clueweb22-pt0000-86-12311_66,38,8.638459
13,clueweb22-pt0001-25-11365_54,39,8.460709
13,clueweb22-pt0000-06-09920_128,40,8.450411
13,clueweb22-pt0001-24-12617_1,41,8.426414
13,clueweb22-pt0001-97-16342_1,42,8.360997
13,clueweb22-pt0000-82-09043_8,43,8.303852
13,clueweb22-pt0000-65-01706_669,44,8.286887
13,clueweb22-pt0001-39-01295_32,45,8.256998
13,clueweb22-pt0000-62-07723_0,46,8.256164
13,clueweb22-pt0001-00-17579_41,47,8.242556
13,clueweb22-pt0001-12-10331_52,48,8.233156
13,clueweb22-pt0000-73-03941_1,49,8.223341
13,clueweb22-pt0000-71-13479_1,50,8.133277
13,clueweb22-pt0001-36-13798_3,51,8.13295
13,clueweb22-pt0002-22-01471_5,52,8.093109
13,clueweb22-pt0000-80-09709_1,53,8.028231
13,clueweb22-pt0001-86-02638_3,54,8.017171
13,clueweb22-pt0001-00-17579_88,55,8.015056
13,clueweb22-pt0001-10-04782_69,56,7.968892
13,clueweb22-pt0000-32-11340_44,57,7.937283
13,clueweb22-pt0000-96-08322_4,58,7.928744
13,clueweb22-pt0000-50-04092_1,59,7.912097
13,clueweb22-pt0000-72-01288_2,60,7.8962936
13,clueweb22-pt0000-83-03449_3,61,7.894194
13,clueweb22-pt0000-29-04072_22,62,7.890208
13,clueweb22-pt0002-07-07910_15,63,7.8900967
13,clueweb22-pt0001-71-11532_2,64,7.888397
13,clueweb22-pt0001-67-04875_2,65,7.8874826
13,clueweb22-pt0001-26-02569_11,66,7.8739257
13,clueweb22-pt0001-67-15349_4,67,7.869287
13,clueweb22-pt0001-39-01295_56,68,7.7909007
13,clueweb22-pt0000-78-11773_1,69,7.779977
13,clueweb22-pt0001-05-15086_0,70,7.7492576
13,clueweb22-pt0000-69-19184_5,71,7.716192
13,clueweb22-pt0000-56-15960_0,72,7.6848445
13,clueweb22-pt0001-26-02569_15,73,7.6530137
13,clueweb22-pt0000-32-03004_0,74,7.625768
13,clueweb22-pt0000-70-05827_0,75,7.6025987
13,clueweb22-pt0001-27-17203_6,76,7.598939
13,clueweb22-pt0000-19-08177_22,77,7.582082
13,clueweb22-pt0000-09-00052_1,78,7.5759883
13,clueweb22-pt0001-00-17579_42,79,7.5692253
13,clueweb22-pt0001-05-18871_0,80,7.535096
13,clueweb22-pt0000-00-20101_1,81,7.5243993
13,clueweb22-pt0001-49-02814_51,82,7.5225177
13,clueweb22-pt0001-00-17579_58,83,7.517437
13,clueweb22-pt0001-37-01957_7,84,7.5068593
13,clueweb22-pt0001-30-16547_0,85,7.4981923
13,clueweb22-pt0001-60-03229_0,86,7.4744215
13,clueweb22-pt0001-20-09062_1,87,7.4739094
13,clueweb22-pt0001-59-12327_3,88,7.4462166
13,clueweb22-pt0001-71-16252_4,89,7.434564
13,clueweb22-pt0001-49-04660_1,90,7.4341145
13,clueweb22-pt0001-50-09233_1,91,7.420814
13,clueweb22-pt0000-46-14689_2,92,7.4199586
13,clueweb22-pt0000-59-14479_0,93,7.3988304
13,clueweb22-pt0001-19-17073_8,94,7.3682923
13,clueweb22-pt0000-85-16532_0,95,7.3655553
13,clueweb22-pt0001-67-08445_1,96,7.363497
13,clueweb22-pt0000-31-08322_15,97,7.3561316
13,clueweb22-pt0001-51-03816_3,98,7.3347964
13,clueweb22-pt0001-96-12962_1,99,7.316031
13,clueweb22-pt0002-01-03070_0,100,7.273557
15,clueweb22-pt0000-05-04748_6,1,9.456431
15,clueweb22-pt0000-60-15187_0,2,9.394888
15,clueweb22-pt0001-29-11451_3,3,9.210248
15,clueweb22-pt0001-86-03786_4,4,9.108798
15,clueweb22-pt0001-27-07864_18,5,8.982583
15,clueweb22-pt0000-88-18627_1,6,8.878184
15,clueweb22-pt0001-18-11581_0,7,8.86913
15,clueweb22-pt0000-46-00375_14,8,8.841527
15,clueweb22-pt0000-97-13334_1,9,8.824188
15,clueweb22-pt0001-12-17836_3,10,8.81631
15,clueweb22-pt0002-04-13586_8,11,8.763473
15,clueweb22-pt0001-64-12402_21,12,8.7304535
15,clueweb22-pt0000-70-18687_8,13,8.692067
15,clueweb22-pt0000-48-00695_1,14,8.6837
15,clueweb22-pt0000-31-13269_1,15,8.56779
15,clueweb22-pt0001-04-04861_3,16,8.448575
15,clueweb22-pt0001-80-08379_2,17,8.381766
15,clueweb22-pt0000-51-06083_17,18,8.361065
15,clueweb22-pt0001-64-09285_5,19,8.346431
15,clueweb22-pt0000-88-18627_12,20,8.330963
15,clueweb22-pt0001-07-00326_0,21,8.165367
15,clueweb22-pt0001-03-14310_9,22,8.153964
15,clueweb22-pt0001-73-01254_7,23,8.140909
15,clueweb22-pt0002-02-08338_4,24,8.134009
15,clueweb22-pt0002-03-13281_1,25,8.098401
15,clueweb22-pt0000-62-15005_2,26,8.009666
15,clueweb22-pt0001-94-05645_0,27,8.006102
15,clueweb22-pt0001-47-14135_0,28,7.997543
15,clueweb22-pt0000-10-08997_7,29,7.94518
15,clueweb22-pt0002-07-01314_12,30,7.944072
15,clueweb22-pt0000-74-15086_1,31,7.918787
15,clueweb22-pt0001-48-11983_0,32,7.9086914
15,clueweb22-pt0001-04-04861_1,33,7.9064283
15,clueweb22-pt0000-73-05259_3,34,7.8981953
15,clueweb22-pt0001-72-00976_0,35,7.8248725
15,clueweb22-pt0000-80-07295_5,36,7.7936115
15,clueweb22-pt0001-58-09124_0,37,7.776247
15,clueweb22-pt0001-31-06420_6,38,7.773086
15,clueweb22-pt0000-36-17071_25,39,7.7720094
15,clueweb22-pt0000-03-04040_0,40,7.766175
15,clueweb22-pt0001-24-09389_1,41,7.739057
15,clueweb22-pt0001-09-06391_1,42,7.7100606
15,clueweb22-pt0001-22-11551_9,43,7.6946673
15,clueweb22-pt0000-54-08469_2,44,7.645386
15,clueweb22-pt0001-12-06538_1,45,7.641408
15,clueweb22-pt0000-20-06828_3,46,7.640268
15,clueweb22-pt0001-40-04925_5,47,7.6358676
15,clueweb22-pt0000-99-12788_0,48,7.6295977
15,clueweb22-pt0000-52-10093_1,49,7.6218767
15,clueweb22-pt0000-27-05587_1,50,7.60894
15,clueweb22-pt0000-08-17801_0,51,7.605142
15,clueweb22-pt0001-50-05148_1,52,7.580668
15,clueweb22-pt0001-40-11235_1,53,7.566107
15,clueweb22-pt0001-00-15102_7,54,7.5624866
15,clueweb22-pt0001-08-03955_147,55,7.513523
15,clueweb22-pt0000-81-14668_1,56,7.50942
15,clueweb22-pt0000-44-16614_0,57,7.5062428
15,clueweb22-pt0000-56-03976_1,58,7.501576
15,clueweb22-pt0002-01-12473_1,59,7.484795
15,clueweb22-pt0000-47-08506_3,60,7.484225
15,clueweb22-pt0001-00-15102_8,61,7.4730554
15,clueweb22-pt0001-12-13942_1,62,7.463394
15,clueweb22-pt0001-83-00991_4,63,7.4066653
15,clueweb22-pt0000-37-16196_39,64,7.3982816
15,clueweb22-pt0000-34-06592_0,65,7.38021
15,clueweb22-pt0001-15-19450_1,66,7.3762913
15,clueweb22-pt0001-17-06257_1,67,7.363732
15,clueweb22-pt0001-52-04315_1,68,7.3630357
15,clueweb22-pt0001-67-17748_1,69,7.3542666
15,clueweb22-pt0000-38-11426_1,70,7.3389373
15,clueweb22-pt0000-37-19957_9,71,7.332112
15,clueweb22-pt0000-17-13125_1,72,7.329297
15,clueweb22-pt0000-39-14408_0,73,7.323204
15,clueweb22-pt0001-80-12535_0,74,7.31724
15,clueweb22-pt0000-72-00021_1,75,7.3116417
15,clueweb22-pt0000-07-12766_5,76,7.3020935
15,clueweb22-pt0000-55-00445_2,77,7.296694
15,clueweb22-pt0000-54-08902_3,78,7.268136
15,clueweb22-pt0001-82-11389_31,79,7.254076
15,clueweb22-pt0000-37-16196_15,80,7.238398
15,clueweb22-pt0001-12-06538_3,81,7.229282
15,clueweb22-pt0001-00-02112_0,82,7.221018
15,clueweb22-pt0001-73-01254_8,83,7.2014556
15,clueweb22-pt0002-22-00448_1,84,7.2001424
15,clueweb22-pt0000-34-17906_6,85,7.193219
15,clueweb22-pt0000-93-04778_17,86,7.1897774
15,clueweb22-pt0001-29-13495_0,87,7.1873584
15,clueweb22-pt0000-38-10730_4,88,7.153035
15,clueweb22-pt0000-62-18259_15,89,7.1362553
15,clueweb22-pt0002-04-14500_7,90,7.1358
15,clueweb22-pt0002-04-10094_4,91,7.135327
15,clueweb22-pt0001-46-09110_1,92,7.1299176
15,clueweb22-pt0000-44-14278_1,93,7.120736
15,clueweb22-pt0001-28-03105_0,94,7.1167827
15,clueweb22-pt0000-37-16196_1,95,7.113644
15,clueweb22-pt0000-79-18939_2,96,7.106999
15,clueweb22-pt0000-66-01479_1,97,7.1028695
15,clueweb22-pt0000-54-01036_3,98,7.079617
15,clueweb22-pt0000-54-15744_27,99,7.045118
15,clueweb22-pt0000-13-00945_0,100,7.039001
17,clueweb22-pt0000-11-18542_32,1,12.067643
17,clueweb22-pt0001-64-03688_91,2,11.267981
17,clueweb22-pt0001-85-17874_9,3,11.131312
17,clueweb22-pt0000-29-11367_111,4,11.023839
17,clueweb22-pt0001-12-10592_185,5,10.722964
17,clueweb22-pt0000-68-06970_2,6,10.441448
17,clueweb22-pt0001-15-11648_3,7,10.2933655
17,clueweb22-pt0001-18-14196_7,8,10.194654
