número_da_consulta,número_do_documento,ordem_no_ranking,score
9,clueweb22-pt0001-43-00588_0,31,7.4555717
9,clueweb22-pt0001-81-20831_4,32,7.3682885
9,clueweb22-pt0000-51-09147_0,33,7.365148
9,clueweb22-pt0000-18-16723_0,34,7.3617826
9,clueweb22-pt0001-13-09693_2,35,7.3558984
9,clueweb22-pt0000-84-07250_23,36,7.3107367
9,clueweb22-pt0001-76-10992_20,37,7.307997
9,clueweb22-pt0000-60-13233_0,38,7.3046527
9,clueweb22-pt0000-09-04445_4,39,7.2609434
9,clueweb22-pt0000-66-02577_0,40,7.256274
9,clueweb22-pt0000-58-14139_0,41,7.251099
9,clueweb22-pt0000-11-04459_0,42,7.244243
9,clueweb22-pt0001-71-11532_164,43,7.151637
9,clueweb22-pt0001-78-02916_0,44,7.1506844
9,clueweb22-pt0000-52-11768_1,45,7.1228027
9,clueweb22-pt0000-77-08846_5,46,7.1107874
9,clueweb22-pt0001-48-12821_8,47,7.061855
9,clueweb22-pt0000-05-11442_1,48,7.04731
9,clueweb22-pt0001-75-16487_26,49,7.044505
9,clueweb22-pt0000-47-13543_0,50,7.0059667
9,clueweb22-pt0001-31-17747_0,51,6.9995747
9,clueweb22-pt0001-33-01156_8,52,6.9986324
9,clueweb22-pt0000-77-10717_271,53,6.996957
9,clueweb22-pt0000-49-11910_20,54,6.968434
9,clueweb22-pt0000-95-02935_14,55,6.9618773
9,clueweb22-pt0001-48-12055_1,56,6.959921
9,clueweb22-pt0001-09-09523_685,57,6.931762
9,clueweb22-pt0000-83-03734_0,58,6.931199
9,clueweb22-pt0000-31-07714_56,59,6.921786
9,clueweb22-pt0001-54-10968_29,60,6.895319
9,clueweb22-pt0000-40-14231_0,61,6.884814
9,clueweb22-pt0001-85-02211_2,62,6.86792
9,clueweb22-pt0001-33-01916_2,63,6.8611035
9,clueweb22-pt0001-38-18063_8,64,6.852893
9,clueweb22-pt0001-57-10435_1,65,6.8273883
9,clueweb22-pt0000-55-09702_13,66,6.822128
9,clueweb22-pt0000-56-06511_4,67,6.8141456
9,clueweb22-pt0000-29-13620_65,68,6.798292
9,clueweb22-pt0000-92-15502_2,69,6.7847037
9,clueweb22-pt0000-35-00504_2,70,6.7769313
9,clueweb22-pt0000-88-18677_2,71,6.763763
9,clueweb22-pt0000-94-01353_2,72,6.7537227
9,clueweb22-pt0001-03-04333_7,73,6.725402
9,clueweb22-pt0001-90-07570_16,74,6.7170267
9,clueweb22-pt0000-64-00347_205,75,6.7101064
9,clueweb22-pt0001-81-06165_6,76,6.70681
9,clueweb22-pt0000-76-11724_1,77,6.700507
9,clueweb22-pt0001-09-03275_0,78,6.700507
9,clueweb22-pt0000-19-14704_14,79,6.6997776
9,clueweb22-pt0001-73-14174_0,80,6.674354
9,clueweb22-pt0000-08-05938_0,81,6.6555386
9,clueweb22-pt0001-36-17740_5,82,6.6327195
9,clueweb22-pt0000-16-10795_9,83,6.614791
9,clueweb22-pt0000-96-17263_0,84,6.6144624
9,clueweb22-pt0000-51-14793_4,85,6.6093855
9,clueweb22-pt0001-55-04143_5,86,6.6072173
9,clueweb22-pt0001-02-04843_104,87,6.604656
9,clueweb22-pt0001-01-10716_423,88,6.5938168
9,clueweb22-pt0001-69-17682_60,89,6.590651
9,clueweb22-pt0001-45-12661_263,90,6.586061
9,clueweb22-pt0000-96-06426_1,91,6.570435
9,clueweb22-pt0001-14-00963_4,92,6.5660653
9,clueweb22-pt0000-66-04083_4,93,6.5529947
9,clueweb22-pt0000-86-12454_5,94,6.5529947
9,clueweb22-pt0001-31-02003_5,95,6.5487213
9,clueweb22-pt0000-99-18823_2,96,6.5442133
9,clueweb22-pt0001-48-03411_6,97,6.5408645
9,clueweb22-pt0002-31-00426_8,98,6.5408645
9,clueweb22-pt0000-19-08262_6,99,6.534939
9,clueweb22-pt0000-15-07820_23,100,6.530131
11,clueweb22-pt0000-39-12595_0,1,14.719948
11,clueweb22-pt0000-71-15087_0,2,13.180884
11,clueweb22-pt0000-39-12595_2,3,12.046923
11,clueweb22-pt0001-85-12946_9,4,12.016547
11,clueweb22-pt0001-77-14906_1,5,11.885971
11,clueweb22-pt0002-04-15209_11,6,10.236354
11,clueweb22-pt0000-49-08658_0,7,9.679818
11,clueweb22-pt0000-92-14516_0,8,9.452494
11,clueweb22-pt0001-73-04169_0,9,9.44309
11,clueweb22-pt0001-46-16566_9,10,9.124593
11,clueweb22-pt0001-31-09012_427,11,9.050073
11,clueweb22-pt0000-57-04977_22,12,8.823588
11,clueweb22-pt0000-06-18108_13,13,8.597273
11,clueweb22-pt0000-31-03414_4,14,8.532064
11,clueweb22-pt0000-77-13772_133,15,8.423603
11,clueweb22-pt0001-26-19468_5,16,8.334514
11,clueweb22-pt0000-25-18436_0,17,8.264662
11,clueweb22-pt0000-31-12935_17,18,8.254914
11,clueweb22-pt0000-45-14672_1,19,8.225447
11,clueweb22-pt0000-49-06457_7,20,8.15574
11,clueweb22-pt0001-42-00534_0,21,8.125246
11,clueweb22-pt0000-39-19177_1,22,8.114443
11,clueweb22-pt0002-02-00201_3,23,8.097005
11,clueweb22-pt0000-70-01314_0,24,8.053444
11,clueweb22-pt0001-63-04468_0,25,8.028074
11,clueweb22-pt0000-64-07053_0,26,7.9435854
11,clueweb22-pt0000-51-02602_3,27,7.91876
11,clueweb22-pt0000-73-10623_0,28,7.9185767
11,clueweb22-pt0001-64-14795_0,29,7.8791103
11,clueweb22-pt0000-61-13712_47,30,7.8626976
11,clueweb22-pt0001-82-07199_0,31,7.807585
11,clueweb22-pt0001-44-02334_0,32,7.781243
11,clueweb22-pt0002-38-01362_31,33,7.7603064
11,clueweb22-pt0001-03-02304_7,34,7.758724
11,clueweb22-pt0000-29-14782_1,35,7.684258
11,clueweb22-pt0001-23-17152_6,36,7.6460834
11,clueweb22-pt0001-99-05562_48,37,7.633162
11,clueweb22-pt0001-22-17990_327,38,7.606273
11,clueweb22-pt0000-34-16646_1,39,7.5752254
11,clueweb22-pt0000-33-02418_1,40,7.525932
11,clueweb22-pt0001-40-13390_6,41,7.4654956
11,clueweb22-pt0001-60-02672_10,42,7.4417734
11,clueweb22-pt0000-36-02688_1,43,7.4210477
11,clueweb22-pt0002-06-04724_2,44,7.415128
11,clueweb22-pt0002-00-15458_1,45,7.410194
11,clueweb22-pt0000-29-04407_0,46,7.4011974
11,clueweb22-pt0000-75-05787_3,47,7.3936453
11,clueweb22-pt0000-24-05088_9,48,7.3709083
11,clueweb22-pt0000-80-00312_12,49,7.3399863
11,clueweb22-pt0000-52-11263_5,50,7.309479
11,clueweb22-pt0000-49-18955_11,51,7.293014
11,clueweb22-pt0001-42-16967_0,52,7.2845473
11,clueweb22-pt0001-38-06440_2,53,7.251558
11,clueweb22-pt0001-76-03162_0,54,7.2165184
11,clueweb22-pt0000-29-02712_71,55,7.214335
11,clueweb22-pt0001-65-11076_10,56,7.212881
11,clueweb22-pt0001-09-16865_11,57,7.1889377
11,clueweb22-pt0001-16-16694_20,58,7.181676
11,clueweb22-pt0001-89-08540_4,59,7.1814213
11,clueweb22-pt0001-44-10155_25,60,7.167654
11,clueweb22-pt0001-43-01941_2,61,7.1582947
11,clueweb22-pt0000-25-10378_0,62,7.14801
11,clueweb22-pt0001-68-15711_2,63,7.1122966
11,clueweb22-pt0001-58-09618_1,64,7.095308
11,clueweb22-pt0001-23-03982_2,65,7.0659285
11,clueweb22-pt0000-83-19601_3,66,7.051206
11,clueweb22-pt0001-39-15864_1,67,7.03085
11,clueweb22-pt0000-87-15384_3,68,7.019843
11,clueweb22-pt0000-16-08353_23,69,7.0174294
11,clueweb22-pt0000-04-02279_3,70,7.009342
11,clueweb22-pt0000-28-10797_4,71,6.9959455
11,clueweb22-pt0001-05-10195_216,72,6.969315
11,clueweb22-pt0001-21-04139_2,73,6.946253
11,clueweb22-pt0001-25-06267_6,74,6.935296
11,clueweb22-pt0001-39-10030_1,75,6.9312387
11,clueweb22-pt0002-02-15456_425,76,6.9278026
11,clueweb22-pt0001-12-20119_0,77,6.912895
11,clueweb22-pt0000-42-04302_1,78,6.8980494
11,clueweb22-pt0001-10-00349_51,79,6.897975
11,clueweb22-pt0000-85-10126_3,80,6.895541
11,clueweb22-pt0000-11-09484_3,81,6.880438
11,clueweb22-pt0001-05-14523_0,82,6.8573036
11,clueweb22-pt0000-89-19145_0,83,6.8554335
11,clueweb22-pt0000-05-20226_6,84,6.8518047
11,clueweb22-pt0000-06-11590_0,85,6.8487444
11,clueweb22-pt0001-55-02351_5,86,6.8367124
11,clueweb22-pt0000-69-19970_0,87,6.8349695
11,clueweb22-pt0001-85-12546_3,88,6.828923
11,clueweb22-pt0001-50-06862_3,89,6.826564
11,clueweb22-pt0001-67-01689_3,90,6.822692
11,clueweb22-pt0000-13-01234_2,91,6.7886424
11,clueweb22-pt0000-95-08718_11,92,6.7727566
11,clueweb22-pt0000-45-13148_1,93,6.742521
11,clueweb22-pt0001-94-01489_8,94,6.7392497
11,clueweb22-pt0001-70-05962_1,95,6.7374854
11,clueweb22-pt0000-35-10379_0,96,6.7235074
11,clueweb22-pt0000-88-13478_14,97,6.722358
11,clueweb22-pt0000-73-10623_1,98,6.7208896
11,clueweb22-pt0000-35-18110_5,99,6.7048044
11,clueweb22-pt0002-02-18085_148,100,6.6911902
13,clueweb22-pt0000-12-13450_50,1,13.077151
13,clueweb22-pt0001-23-03577_0,2,13.075878
13,clueweb22-pt0000-63-02683_8,3,13.068959
13,clueweb22-pt0000-14-14568_0,4,12.945383
13,clueweb22-pt0001-76-08086_76,5,12.332412
13,clueweb22-pt0000-95-08532_33,6,12.046436
13,clueweb22-pt0001-34-01450_10,7,11.500495
13,clueweb22-pt0000-93-11344_5,8,11.482319
13,clueweb22-pt0000-74-00392_90,9,11.446226
13,clueweb22-pt0000-38-03329_25,10,11.224495
13,clueweb22-pt0000-22-09916_6,11,10.910725
13,clueweb22-pt0001-34-18643_520,12,10.759838
13,clueweb22-pt0001-39-01295_29,13,10.479654
13,clueweb22-pt0001-87-03177_15,14,10.479088
13,clueweb22-pt0001-10-06607_111,15,10.283238
13,clueweb22-pt0000-94-06380_2,16,10.164542
13,clueweb22-pt0001-39-01295_7,17,10.032865
13,clueweb22-pt0001-53-02489_6,18,10.012185
13,clueweb22-pt0000-18-01402_0,19,9.942497
13,clueweb22-pt0000-46-03727_0,20,9.940277
13,clueweb22-pt0001-88-14911_1,21,9.837838
13,clueweb22-pt0001-40-13137_0,22,9.824817
13,clueweb22-pt0002-21-00084_41,23,9.721127
13,clueweb22-pt0002-07-07910_12,24,9.639208
13,clueweb22-pt0001-71-07022_8,25,9.6233
13,clueweb22-pt0000-85-04988_46,26,9.536718
13,clueweb22-pt0000-25-00890_3,27,9.533904
13,clueweb22-pt0000-06-02568_31,28,9.5212555
13,clueweb22-pt0000-29-01169_1,29,9.47289
13,clueweb22-pt0002-33-01166_1,30,9.3905525
13,clueweb22-pt0000-81-06904_14,31,9.344003
13,clueweb22-pt0001-30-16547_0,32,9.343999
13,clueweb22-pt0001-21-15399_1,33,9.225724
13,clueweb22-pt0002-04-16654_3,34,9.209978
13,clueweb22-pt0001-63-17066_0,35,9.143975
13,clueweb22-pt0001-23-03577_9,36,9.093946
13,clueweb22-pt0001-64-06074_1,37,9.009275
13,clueweb22-pt0000-82-09043_8,38,8.917239
13,clueweb22-pt0001-25-11365_54,39,8.861055
13,clueweb22-pt0001-64-19150_44,40,8.8228655
13,clueweb22-pt0000-86-12311_66,41,8.764462
13,clueweb22-pt0000-04-10516_4,42,8.636333
13,clueweb22-pt0000-83-03449_3,43,8.632244
13,clueweb22-pt0000-64-08889_187,44,8.564234
13,clueweb22-pt0001-55-04189_59,45,8.523914
13,clueweb22-pt0001-39-05076_4,46,8.489291
13,clueweb22-pt0001-86-02638_3,47,8.475799
13,clueweb22-pt0001-67-04875_2,48,8.42158
13,clueweb22-pt0001-39-01295_32,49,8.412252
13,clueweb22-pt0001-34-09336_29,50,8.332601
13,clueweb22-pt0001-30-20787_1,51,8.32106
13,clueweb22-pt0001-26-02569_11,52,8.317008
13,clueweb22-pt0001-17-08316_7,53,8.264092
13,clueweb22-pt0000-62-07723_0,54,8.245112
13,clueweb22-pt0000-70-05827_0,55,8.172401
13,clueweb22-pt0000-72-01288_2,56,8.148856
13,clueweb22-pt0001-54-17783_1,57,8.0871315
13,clueweb22-pt0000-76-19109_0,58,8.070572
13,clueweb22-pt0002-07-07910_15,59,8.021879
13,clueweb22-pt0001-16-03409_0,60,7.9685807
13,clueweb22-pt0001-34-09336_17,61,7.949996
13,clueweb22-pt0001-10-04782_69,62,7.948727
13,clueweb22-pt0001-81-03164_3,63,7.900824
13,clueweb22-pt0000-19-08758_1,64,7.87351
13,clueweb22-pt0000-80-17092_18,65,7.8362417
13,clueweb22-pt0001-19-17073_8,66,7.816589
13,clueweb22-pt0000-73-03941_1,67,7.7897506
13,clueweb22-pt0001-00-17579_85,68,7.743085
13,clueweb22-pt0001-49-04660_1,69,7.7057204
13,clueweb22-pt0001-78-06426_0,70,7.6878166
13,clueweb22-pt0001-04-09595_5,71,7.6169667
13,clueweb22-pt0000-04-01549_11,72,7.5856085
13,clueweb22-pt0001-65-10946_0,73,7.5851183
13,clueweb22-pt0001-39-01295_56,74,7.570452
13,clueweb22-pt0001-51-03816_3,75,7.57044
13,clueweb22-pt0001-33-01671_5,76,7.5436544
13,clueweb22-pt0001-71-16252_4,77,7.5335183
13,clueweb22-pt0000-69-20113_0,78,7.531369
13,clueweb22-pt0001-00-17579_42,79,7.509654
13,clueweb22-pt0000-14-01467_0,80,7.4963903
13,clueweb22-pt0002-06-00679_7,81,7.4748306
13,clueweb22-pt0001-44-05699_7,82,7.4738636
13,clueweb22-pt0001-39-01295_19,83,7.450116
13,clueweb22-pt0000-50-01836_18,84,7.4335475
13,clueweb22-pt0000-71-20530_4,85,7.4012103
13,clueweb22-pt0000-19-12699_42,86,7.387234
13,clueweb22-pt0001-98-04979_1,87,7.3704376
13,clueweb22-pt0000-85-16532_0,88,7.3432617
13,clueweb22-pt0000-26-19413_271,89,7.3256545
13,clueweb22-pt0001-74-10372_4,90,7.3243957
13,clueweb22-pt0001-18-12703_7,91,7.2837343
13,clueweb22-pt0000-65-18033_0,92,7.2827363
13,clueweb22-pt0001-90-19032_1,93,7.273494
13,clueweb22-pt0001-45-16274_0,94,7.2540636
13,clueweb22-pt0001-48-09547_5,95,7.252481
13,clueweb22-pt0001-06-06222_6,96,7.2467313
13,clueweb22-pt0001-26-17791_0,97,7.212192
13,clueweb22-pt0000-48-11841_10,98,7.209413
13,clueweb22-pt0001-22-13476_0,99,7.20748
13,clueweb22-pt0000-27-14870_439,100,7.180453
15,clueweb22-pt0001-64-12402_21,1,10.18403
15,clueweb22-pt0002-02-08338_4,2,9.414629
15,clueweb22-pt0000-48-00695_1,3,9.332438
15,clueweb22-pt0001-07-00326_0,4,9.279579
15,clueweb22-pt0000-34-06592_0,5,9.26571
15,clueweb22-pt0001-42-07011_0,6,9.262271
15,clueweb22-pt0000-88-18627_12,7,9.216389
15,clueweb22-pt0001-12-11371_0,8,9.107236
15,clueweb22-pt0001-03-13473_0,9,9.074047
15,clueweb22-pt0001-29-11451_3,10,9.00716
15,clueweb22-pt0001-24-12474_15,11,8.884367
15,clueweb22-pt0002-04-13586_8,12,8.816474
15,clueweb22-pt0001-03-14310_9,13,8.751671
15,clueweb22-pt0000-49-06161_0,14,8.516921
15,clueweb22-pt0001-48-11983_0,15,8.40817
15,clueweb22-pt0001-27-07864_18,16,8.396848
15,clueweb22-pt0000-71-00746_0,17,8.355784
15,clueweb22-pt0000-51-06083_17,18,8.318157
15,clueweb22-pt0001-89-07822_9,19,8.261318
15,clueweb22-pt0000-73-05259_3,20,8.228709
15,clueweb22-pt0001-22-11551_9,21,8.224256
15,clueweb22-pt0001-12-06538_1,22,8.2181015
15,clueweb22-pt0001-00-15102_8,23,8.199413
15,clueweb22-pt0001-92-03039_0,24,8.169453
15,clueweb22-pt0000-05-04748_6,25,8.068921
15,clueweb22-pt0000-79-05007_0,26,8.054702
15,clueweb22-pt0000-31-13269_1,27,8.047799
15,clueweb22-pt0000-38-00415_0,28,7.9746857
15,clueweb22-pt0001-31-06420_6,29,7.951534
15,clueweb22-pt0001-67-12853_6,30,7.9500356
15,clueweb22-pt0000-04-03936_3,31,7.913393
15,clueweb22-pt0000-84-11372_0,32,7.8957667
15,clueweb22-pt0000-39-14408_0,33,7.8708577
15,clueweb22-pt0000-54-01036_3,34,7.8161516
15,clueweb22-pt0001-82-11389_31,35,7.7789235
15,clueweb22-pt0001-85-06833_38,36,7.74881
15,clueweb22-pt0001-80-08379_2,37,7.69433
15,clueweb22-pt0001-94-07578_0,38,7.6657634
15,clueweb22-pt0000-81-05335_9,39,7.662862
15,clueweb22-pt0001-57-07940_4,40,7.656668
15,clueweb22-pt0000-70-18687_8,41,7.6090612
15,clueweb22-pt0001-00-15102_7,42,7.6083
15,clueweb22-pt0000-47-03673_3,43,7.601978
15,clueweb22-pt0001-45-01938_3,44,7.601978
15,clueweb22-pt0000-37-00861_2,45,7.599692
15,clueweb22-pt0000-66-01479_6,46,7.541826
15,clueweb22-pt0000-30-11564_1,47,7.5404654
15,clueweb22-pt0002-06-15127_3,48,7.5072055
15,clueweb22-pt0000-14-04361_0,49,7.5049777
15,clueweb22-pt0000-10-14765_0,50,7.498413
15,clueweb22-pt0001-22-17432_0,51,7.4970155
15,clueweb22-pt0000-11-01297_0,52,7.4924326
15,clueweb22-pt0000-88-18627_1,53,7.48554
15,clueweb22-pt0000-86-02181_9,54,7.4619865
15,clueweb22-pt0000-40-14702_1,55,7.417991
15,clueweb22-pt0000-19-11216_30,56,7.345412
15,clueweb22-pt0000-94-05327_12,57,7.3308682
15,clueweb22-pt0000-80-09467_1,58,7.3306866
15,clueweb22-pt0001-82-08570_0,59,7.326327
15,clueweb22-pt0000-09-17092_1,60,7.3248
15,clueweb22-pt0000-29-17999_0,61,7.317028
15,clueweb22-pt0000-60-15187_0,62,7.3021836
15,clueweb22-pt0000-38-11426_1,63,7.2966404
15,clueweb22-pt0001-27-08095_8,64,7.2883425
15,clueweb22-pt0000-42-00534_3,65,7.2647595
15,clueweb22-pt0000-53-00915_0,66,7.257192
15,clueweb22-pt0001-10-07434_20,67,7.2021704
15,clueweb22-pt0000-54-15744_27,68,7.200115
15,clueweb22-pt0000-03-04040_0,69,7.1928496
15,clueweb22-pt0001-38-16958_0,70,7.181179
15,clueweb22-pt0001-24-09389_1,71,7.1716204
15,clueweb22-pt0000-17-13125_1,72,7.1632943
15,clueweb22-pt0001-41-19644_42,73,7.161379
15,clueweb22-pt0000-64-10728_69,74,7.1508083
15,clueweb22-pt0001-85-06833_37,75,7.114364
15,clueweb22-pt0001-73-11656_18,76,7.066215
15,clueweb22-pt0001-18-06199_5,77,7.054308
15,clueweb22-pt0000-55-13133_2,78,7.03386
15,clueweb22-pt0000-47-10058_2,79,7.0338073
15,clueweb22-pt0000-40-13571_0,80,7.030317
15,clueweb22-pt0000-52-10093_1,81,7.026637
15,clueweb22-pt0001-25-08918_1,82,7.007794
15,clueweb22-pt0000-81-05137_3,83,6.9975357
15,clueweb22-pt0001-19-19180_42,84,6.9918222
15,clueweb22-pt0001-81-16994_9,85,6.9895706
15,clueweb22-pt0000-10-08997_7,86,6.977166
15,clueweb22-pt0000-95-05976_0,87,6.9456105
15,clueweb22-pt0000-23-01731_0,88,6.9423976
15,clueweb22-pt0000-22-02055_0,89,6.934414
15,clueweb22-pt0000-28-16626_62,90,6.9254785
15,clueweb22-pt0001-30-07336_2,91,6.9194984
15,clueweb22-pt0001-56-15524_2,92,6.865155
15,clueweb22-pt0000-98-00845_0,93,6.8543787
15,clueweb22-pt0001-12-11154_5,94,6.84003
15,clueweb22-pt0001-26-16226_2,95,6.8222146
15,clueweb22-pt0000-62-18259_15,96,6.815149
15,clueweb22-pt0001-86-08527_0,97,6.814013
15,clueweb22-pt0001-28-10547_6,98,6.81381
15,clueweb22-pt0000-08-04575_1,99,6.802474
15,clueweb22-pt0001-75-04813_1,100,6.8009343
17,clueweb22-pt0001-69-04691_1,1,10.722804
17,clueweb22-pt0000-45-01020_3,2,10.424467
17,clueweb22-pt0000-30-00714_26,3,10.350201
17,clueweb22-pt0001-12-10592_185,4,10.195623
17,clueweb22-pt0001-85-17874_9,5,10.169387
17,clueweb22-pt0000-84-14755_16,6,10.109037
17,clueweb22-pt0000-96-19302_15,7,10.049637
17,clueweb22-pt0001-85-03522_16,8,9.988088
17,clueweb22-pt0001-18-14196_7,9,9.610566
