número_da_consulta,número_do_documento,ordem_no_ranking,score
1,clueweb22-pt0001-35-10105_10,96,5.2385445
1,clueweb22-pt0001-46-16136_18,97,5.2151494
1,clueweb22-pt0000-63-09917_0,98,5.201144
1,clueweb22-pt0000-83-19601_3,99,5.2008114
1,clueweb22-pt0000-45-12401_71,100,5.2008114
9,clueweb22-pt0000-60-13233_0,1,10.130128
9,clueweb22-pt0002-00-06994_2,2,9.45738
9,clueweb22-pt0001-09-09523_76,3,8.551273
9,clueweb22-pt0001-68-10685_0,4,8.545252
9,clueweb22-pt0001-40-02744_42,5,8.441655
9,clueweb22-pt0001-28-17662_0,6,8.35077
9,clueweb22-pt0001-51-05484_423,7,8.244201
9,clueweb22-pt0001-48-03411_6,8,8.188809
9,clueweb22-pt0002-16-00651_1,9,8.175777
9,clueweb22-pt0000-86-06698_41,10,8.162708
9,clueweb22-pt0001-08-11572_10,11,8.158447
9,clueweb22-pt0001-20-04332_2,12,8.142872
9,clueweb22-pt0002-05-04185_1,13,8.094396
9,clueweb22-pt0001-53-15813_1,14,8.086168
9,clueweb22-pt0000-27-11577_1,15,8.063015
9,clueweb22-pt0001-09-18154_0,16,8.03907
9,clueweb22-pt0001-48-15208_0,17,8.006242
9,clueweb22-pt0001-18-16395_3,18,7.95284
9,clueweb22-pt0000-57-10798_3,19,7.9396253
9,clueweb22-pt0000-51-09147_0,20,7.9106627
9,clueweb22-pt0002-00-06994_1,21,7.898107
9,clueweb22-pt0000-02-01654_0,22,7.873321
9,clueweb22-pt0000-18-16723_0,23,7.862113
9,clueweb22-pt0000-39-02146_0,24,7.8146706
9,clueweb22-pt0000-90-13787_4,25,7.7986355
9,clueweb22-pt0000-53-12342_2,26,7.7404413
9,clueweb22-pt0001-84-08743_155,27,7.6983576
9,clueweb22-pt0000-71-06074_4,28,7.666094
9,clueweb22-pt0000-98-11247_5,29,7.6510067
9,clueweb22-pt0000-27-05140_3,30,7.6242366
9,clueweb22-pt0002-38-00517_0,31,7.5703125
9,clueweb22-pt0000-00-12762_490,32,7.5614204
9,clueweb22-pt0001-06-03049_97,33,7.5102525
9,clueweb22-pt0000-79-12260_1,34,7.502051
9,clueweb22-pt0000-29-03982_11,35,7.482525
9,clueweb22-pt0000-86-04209_4,36,7.4388957
9,clueweb22-pt0001-53-07440_4,37,7.407261
9,clueweb22-pt0001-28-09875_4,38,7.3718767
9,clueweb22-pt0000-10-16385_4,39,7.3710713
9,clueweb22-pt0000-72-03192_6,40,7.369713
9,clueweb22-pt0001-16-13193_40,41,7.355748
9,clueweb22-pt0000-27-05140_2,42,7.3307734
9,clueweb22-pt0002-00-06994_3,43,7.32793
9,clueweb22-pt0001-71-11532_164,44,7.3000593
9,clueweb22-pt0002-02-00901_0,45,7.286478
9,clueweb22-pt0001-43-00588_0,46,7.233693
9,clueweb22-pt0001-09-09523_64,47,7.2179837
9,clueweb22-pt0001-46-14246_2,48,7.2179837
9,clueweb22-pt0001-86-02679_96,49,7.2067604
9,clueweb22-pt0001-51-17092_16,50,7.2067604
9,clueweb22-pt0001-73-14174_0,51,7.2040143
9,clueweb22-pt0000-19-08262_6,52,7.168458
9,clueweb22-pt0000-80-15415_2,53,7.1510057
9,clueweb22-pt0000-84-07250_23,54,7.1401176
9,clueweb22-pt0001-52-00194_0,55,7.0641956
9,clueweb22-pt0001-76-10992_20,56,7.054946
9,clueweb22-pt0001-01-18467_2,57,7.0300384
9,clueweb22-pt0001-94-02598_499,58,7.026527
9,clueweb22-pt0001-95-13760_2,59,7.026527
9,clueweb22-pt0000-02-02276_9,60,7.0149245
9,clueweb22-pt0000-84-11678_33,61,7.008571
9,clueweb22-pt0001-23-09930_5,62,7.008571
9,clueweb22-pt0001-91-11286_0,63,6.9870596
9,clueweb22-pt0001-25-03000_1,64,6.9819403
9,clueweb22-pt0000-77-08846_5,65,6.97862
9,clueweb22-pt0000-25-15579_1,66,6.9701366
9,clueweb22-pt0001-72-08470_6,67,6.903398
9,clueweb22-pt0001-33-01916_2,68,6.903398
9,clueweb22-pt0001-13-09693_2,69,6.8713794
9,clueweb22-pt0001-28-02751_6,70,6.8705163
9,clueweb22-pt0001-81-20831_4,71,6.8584595
9,clueweb22-pt0001-33-13180_1,72,6.8508663
9,clueweb22-pt0000-68-16790_4,73,6.841993
9,clueweb22-pt0001-87-16063_0,74,6.841993
9,clueweb22-pt0000-81-05956_8,75,6.821902
9,clueweb22-pt0000-95-02935_14,76,6.798454
9,clueweb22-pt0001-48-12821_8,77,6.750619
9,clueweb22-pt0000-75-05037_2,78,6.73481
9,clueweb22-pt0000-52-11768_1,79,6.73481
9,clueweb22-pt0001-95-11216_0,80,6.7122154
9,clueweb22-pt0000-11-04459_0,81,6.694691
9,clueweb22-pt0000-24-06786_0,82,6.6846995
9,clueweb22-pt0002-05-13855_1,83,6.678852
9,clueweb22-pt0000-09-04445_4,84,6.6631804
9,clueweb22-pt0000-94-16516_4,85,6.6631804
9,clueweb22-pt0001-09-09523_685,86,6.656495
9,clueweb22-pt0001-71-11532_118,87,6.645194
9,clueweb22-pt0000-88-18677_13,88,6.6369643
9,clueweb22-pt0001-75-16487_26,89,6.631741
9,clueweb22-pt0000-66-02577_0,90,6.6258698
9,clueweb22-pt0000-73-09519_4,91,6.6133757
9,clueweb22-pt0001-36-17740_5,92,6.6054263
9,clueweb22-pt0001-38-18063_8,93,6.5761437
9,clueweb22-pt0001-58-12594_6,94,6.570969
9,clueweb22-pt0000-05-11442_1,95,6.5604362
9,clueweb22-pt0000-76-07139_4,96,6.556937
9,clueweb22-pt0000-94-21153_1,97,6.556451
9,clueweb22-pt0001-57-10435_1,98,6.556451
9,clueweb22-pt0001-03-04333_7,99,6.548662
9,clueweb22-pt0001-89-10626_1,100,6.525733
11,clueweb22-pt0000-39-12595_0,1,13.000902
11,clueweb22-pt0000-71-15087_0,2,11.593607
11,clueweb22-pt0001-85-12946_9,3,11.111722
11,clueweb22-pt0000-39-12595_2,4,11.083728
11,clueweb22-pt0001-77-14906_1,5,10.316627
11,clueweb22-pt0000-49-06457_7,6,9.77731
11,clueweb22-pt0000-33-02418_1,7,9.503858
11,clueweb22-pt0000-35-10379_0,8,9.188085
11,clueweb22-pt0001-26-19468_5,9,8.793396
11,clueweb22-pt0000-49-08658_0,10,8.702404
11,clueweb22-pt0001-23-03982_2,11,8.546431
11,clueweb22-pt0002-04-15209_11,12,8.462036
11,clueweb22-pt0000-92-14516_0,13,8.383747
11,clueweb22-pt0001-73-04169_0,14,8.346093
11,clueweb22-pt0000-57-04977_22,15,8.315603
11,clueweb22-pt0000-45-15801_0,16,8.142752
11,clueweb22-pt0000-63-11740_3,17,8.132769
11,clueweb22-pt0001-46-16566_9,18,7.9319143
11,clueweb22-pt0002-01-03458_1,19,7.908221
11,clueweb22-pt0000-31-03414_4,20,7.8532963
11,clueweb22-pt0000-73-10623_0,21,7.818942
11,clueweb22-pt0001-64-10367_215,22,7.7614813
11,clueweb22-pt0000-07-07827_11,23,7.741057
11,clueweb22-pt0001-23-17152_6,24,7.741057
11,clueweb22-pt0001-86-12785_14,25,7.673236
11,clueweb22-pt0001-46-16566_8,26,7.664921
11,clueweb22-pt0000-28-15779_5,27,7.6347036
11,clueweb22-pt0001-31-09012_427,28,7.6290226
11,clueweb22-pt0001-89-08540_4,29,7.563559
11,clueweb22-pt0000-53-13944_5,30,7.4929595
11,clueweb22-pt0001-05-06191_3,31,7.466212
11,clueweb22-pt0000-41-09082_1,32,7.4344563
11,clueweb22-pt0001-34-18695_1,33,7.4063454
11,clueweb22-pt0000-89-16852_1,34,7.4063454
11,clueweb22-pt0001-89-12274_1,35,7.3784757
11,clueweb22-pt0001-07-13741_1,36,7.3784757
11,clueweb22-pt0001-65-11076_10,37,7.339003
11,clueweb22-pt0001-35-01025_1,38,7.323448
11,clueweb22-pt0001-82-07199_0,39,7.3136845
11,clueweb22-pt0000-69-10954_1,40,7.2792177
11,clueweb22-pt0000-49-06457_6,41,7.2792177
11,clueweb22-pt0000-06-18108_13,42,7.232953
11,clueweb22-pt0000-51-02602_3,43,7.211964
11,clueweb22-pt0000-39-19177_1,44,7.162255
11,clueweb22-pt0001-44-02334_0,45,7.0943203
11,clueweb22-pt0001-72-15157_1,46,7.0810947
11,clueweb22-pt0000-04-02279_3,47,7.0755987
11,clueweb22-pt0001-52-03105_16,48,7.0141573
11,clueweb22-pt0001-99-05562_48,49,6.9974656
11,clueweb22-pt0000-86-04827_1,50,6.9872904
11,clueweb22-pt0000-41-14198_2,51,6.9820213
11,clueweb22-pt0000-25-18436_0,52,6.975597
11,clueweb22-pt0002-38-01185_1,53,6.9632893
11,clueweb22-pt0001-40-03501_100,54,6.9436774
11,clueweb22-pt0001-63-04468_0,55,6.915545
11,clueweb22-pt0001-25-19746_2,56,6.895439
11,clueweb22-pt0000-70-01314_0,57,6.8593497
11,clueweb22-pt0000-15-02288_0,58,6.853722
11,clueweb22-pt0001-16-08802_1,59,6.853722
11,clueweb22-pt0001-15-12923_3,60,6.853722
11,clueweb22-pt0002-38-01362_31,61,6.8420353
11,clueweb22-pt0000-45-14672_1,62,6.8212605
11,clueweb22-pt0001-10-00349_51,63,6.8212605
11,clueweb22-pt0000-92-16674_0,64,6.811572
11,clueweb22-pt0001-64-14795_0,65,6.792482
11,clueweb22-pt0000-31-12935_17,66,6.775373
11,clueweb22-pt0000-05-17026_1,67,6.762547
11,clueweb22-pt0000-00-12347_4,68,6.760368
11,clueweb22-pt0001-47-07461_1,69,6.744957
11,clueweb22-pt0001-56-01917_2,70,6.741941
11,clueweb22-pt0000-26-02859_7,71,6.699911
11,clueweb22-pt0000-29-04407_0,72,6.6654115
11,clueweb22-pt0001-44-10155_25,73,6.665049
11,clueweb22-pt0002-02-00201_3,74,6.659098
11,clueweb22-pt0000-24-05088_9,75,6.650036
11,clueweb22-pt0000-77-13772_85,76,6.621616
11,clueweb22-pt0000-49-18955_11,77,6.5810285
11,clueweb22-pt0000-75-05787_3,78,6.551612
11,clueweb22-pt0000-77-10069_9,79,6.5465474
11,clueweb22-pt0001-36-01074_5,80,6.5420094
11,clueweb22-pt0001-76-07625_7,81,6.517085
11,clueweb22-pt0000-16-08353_23,82,6.5160475
11,clueweb22-pt0000-80-00312_12,83,6.510211
11,clueweb22-pt0001-94-16111_3,84,6.504109
11,clueweb22-pt0001-87-09293_7,85,6.477109
11,clueweb22-pt0000-34-16646_1,86,6.475222
11,clueweb22-pt0000-36-10835_0,87,6.475222
11,clueweb22-pt0000-29-14782_1,88,6.475222
11,clueweb22-pt0001-32-16713_0,89,6.475222
11,clueweb22-pt0001-55-04555_1,90,6.475222
11,clueweb22-pt0001-18-05433_3,91,6.4729056
11,clueweb22-pt0001-03-02304_7,92,6.461607
11,clueweb22-pt0000-49-06387_2,93,6.4564505
11,clueweb22-pt0000-52-11263_5,94,6.4482274
11,clueweb22-pt0002-00-01561_2,95,6.440961
11,clueweb22-pt0001-38-06440_2,96,6.432625
11,clueweb22-pt0001-13-04983_1,97,6.401783
11,clueweb22-pt0000-29-02712_71,98,6.3463926
11,clueweb22-pt0002-00-10343_2,99,6.339471
11,clueweb22-pt0001-83-15646_57,100,6.337165
13,clueweb22-pt0001-23-03577_0,1,12.057746
13,clueweb22-pt0000-12-13450_50,2,11.904472
13,clueweb22-pt0000-14-14568_0,3,11.771039
13,clueweb22-pt0000-63-02683_8,4,11.735844
13,clueweb22-pt0001-76-08086_76,5,11.141552
13,clueweb22-pt0000-95-08532_33,6,11.064043
13,clueweb22-pt0001-34-01450_10,7,10.802103
13,clueweb22-pt0000-93-11344_5,8,10.62431
13,clueweb22-pt0001-05-10344_5,9,10.537849
13,clueweb22-pt0000-38-03329_25,10,10.441435
13,clueweb22-pt0002-04-16654_3,11,10.416295
13,clueweb22-pt0000-22-09916_6,12,10.411009
13,clueweb22-pt0000-74-00392_90,13,10.246164
13,clueweb22-pt0001-39-01295_29,14,9.841732
13,clueweb22-pt0001-10-06607_111,15,9.828804
13,clueweb22-pt0001-87-03177_15,16,9.639175
13,clueweb22-pt0001-55-04189_4,17,9.547099
13,clueweb22-pt0001-34-18643_520,18,9.52251
13,clueweb22-pt0001-53-02489_6,19,9.301429
13,clueweb22-pt0000-04-10516_4,20,9.2784
13,clueweb22-pt0000-46-03727_0,21,9.268746
13,clueweb22-pt0000-25-00890_3,22,9.242644
13,clueweb22-pt0000-18-01402_0,23,9.205784
13,clueweb22-pt0001-39-01295_7,24,9.146973
13,clueweb22-pt0001-00-17579_24,25,9.124279
13,clueweb22-pt0001-34-05167_6,26,9.0784645
13,clueweb22-pt0001-14-00881_2,27,9.051392
13,clueweb22-pt0000-94-06380_2,28,8.984722
13,clueweb22-pt0002-07-07910_12,29,8.975273
13,clueweb22-pt0001-34-09336_17,30,8.912827
13,clueweb22-pt0001-88-14911_1,31,8.897078
13,clueweb22-pt0001-71-07022_8,32,8.866953
13,clueweb22-pt0001-07-15244_0,33,8.785534
13,clueweb22-pt0001-64-06074_1,34,8.77356
13,clueweb22-pt0002-21-00084_41,35,8.768686
13,clueweb22-pt0000-85-04988_46,36,8.598171
13,clueweb22-pt0001-40-13137_0,37,8.580414
13,clueweb22-pt0000-81-06904_14,38,8.5637665
13,clueweb22-pt0001-63-17066_0,39,8.544962
13,clueweb22-pt0000-06-02568_31,40,8.408827
13,clueweb22-pt0000-29-01169_1,41,8.318272
13,clueweb22-pt0002-33-01166_1,42,8.289037
13,clueweb22-pt0001-30-20787_1,43,8.181751
13,clueweb22-pt0000-86-12311_66,44,8.176725
13,clueweb22-pt0001-55-04189_59,45,8.15873
13,clueweb22-pt0001-00-17579_32,46,8.062067
13,clueweb22-pt0001-12-10331_52,47,8.016594
13,clueweb22-pt0001-24-12617_1,48,7.9733853
13,clueweb22-pt0001-97-16342_1,49,7.949868
13,clueweb22-pt0001-64-19150_44,50,7.949743
13,clueweb22-pt0000-71-13479_1,51,7.9399304
13,clueweb22-pt0002-22-01471_5,52,7.930962
13,clueweb22-pt0001-00-17579_41,53,7.8951273
13,clueweb22-pt0001-25-11365_54,54,7.8915215
13,clueweb22-pt0000-82-09043_8,55,7.8707223
13,clueweb22-pt0001-23-03577_9,56,7.816947
13,clueweb22-pt0001-54-17783_1,57,7.8095856
13,clueweb22-pt0000-06-09920_128,58,7.6969595
13,clueweb22-pt0001-17-08316_7,59,7.6876383
13,clueweb22-pt0000-64-08889_187,60,7.6625857
13,clueweb22-pt0001-60-03229_0,61,7.638275
13,clueweb22-pt0001-00-17579_85,62,7.6172256
13,clueweb22-pt0000-83-03449_3,63,7.613724
13,clueweb22-pt0001-30-16547_0,64,7.6076765
13,clueweb22-pt0001-86-02638_3,65,7.60301
13,clueweb22-pt0001-21-15399_1,66,7.57743
13,clueweb22-pt0001-04-09595_5,67,7.507575
13,clueweb22-pt0001-39-05076_4,68,7.492015
13,clueweb22-pt0000-29-04072_22,69,7.484846
13,clueweb22-pt0000-74-18513_0,70,7.471278
13,clueweb22-pt0001-67-15349_4,71,7.438927
13,clueweb22-pt0000-56-15960_0,72,7.401183
13,clueweb22-pt0001-39-01295_32,73,7.3696365
13,clueweb22-pt0001-71-11532_2,74,7.368393
13,clueweb22-pt0000-19-12699_42,75,7.349814
13,clueweb22-pt0000-50-04092_1,76,7.248608
13,clueweb22-pt0000-76-19109_0,77,7.238531
13,clueweb22-pt0001-26-02569_11,78,7.238531
13,clueweb22-pt0001-44-05699_7,79,7.238531
13,clueweb22-pt0001-33-01671_5,80,7.238081
13,clueweb22-pt0000-72-01288_2,81,7.219569
13,clueweb22-pt0001-67-04875_2,82,7.2034664
13,clueweb22-pt0000-70-05827_0,83,7.1478996
13,clueweb22-pt0001-81-03164_3,84,7.1255884
13,clueweb22-pt0001-10-04782_69,85,7.1255884
13,clueweb22-pt0001-20-09062_1,86,7.124727
13,clueweb22-pt0000-32-11340_44,87,7.1020617
13,clueweb22-pt0000-96-08322_4,88,7.1010447
13,clueweb22-pt0001-78-06426_0,89,7.0918016
13,clueweb22-pt0001-35-14606_200,90,7.0750756
13,clueweb22-pt0001-59-12327_3,91,7.068557
13,clueweb22-pt0000-59-14479_0,92,7.0375147
13,clueweb22-pt0002-07-07910_15,93,7.0373764
13,clueweb22-pt0001-61-15988_2,94,7.030405
13,clueweb22-pt0000-73-03941_1,95,7.0097036
13,clueweb22-pt0001-34-09336_29,96,7.0097036
13,clueweb22-pt0000-62-07723_0,97,7.006087
13,clueweb22-pt0000-04-13588_2,98,7.002379
13,clueweb22-pt0000-80-17092_18,99,7.0001597
13,clueweb22-pt0000-19-08758_1,100,6.9989114
15,clueweb22-pt0000-48-00695_1,1,9.325939
15,clueweb22-pt0002-04-13586_8,2,9.229996
15,clueweb22-pt0001-64-12402_21,3,9.207546
15,clueweb22-pt0001-27-07864_18,4,9.2010975
15,clueweb22-pt0000-88-18627_12,5,9.139138
15,clueweb22-pt0002-02-08338_4,6,9.0641985
15,clueweb22-pt0000-37-16196_39,7,8.932509
15,clueweb22-pt0000-70-18687_8,8,8.925224
15,clueweb22-pt0001-29-11451_3,9,8.805736
15,clueweb22-pt0001-03-14310_9,10,8.759987
15,clueweb22-pt0001-07-00326_0,11,8.758337
15,clueweb22-pt0001-12-11371_0,12,8.749315
15,clueweb22-pt0001-03-13473_0,13,8.697967
15,clueweb22-pt0001-04-04861_1,14,8.636332
15,clueweb22-pt0000-36-17071_25,15,8.541537
15,clueweb22-pt0001-80-08379_2,16,8.429296
15,clueweb22-pt0000-73-05259_3,17,8.356118
15,clueweb22-pt0000-49-06161_0,18,8.340702
15,clueweb22-pt0001-41-19644_42,19,8.1856165
15,clueweb22-pt0001-00-15102_7,20,8.174728
15,clueweb22-pt0000-03-04040_0,21,8.160825
15,clueweb22-pt0000-51-06083_17,22,8.13464
15,clueweb22-pt0001-12-06538_1,23,8.129709
15,clueweb22-pt0000-31-13269_1,24,8.06365
15,clueweb22-pt0000-28-16626_62,25,7.986086
15,clueweb22-pt0000-88-18627_1,26,7.9763823
15,clueweb22-pt0001-24-12474_15,27,7.9309816
15,clueweb22-pt0001-48-11983_0,28,7.912875
15,clueweb22-pt0000-34-06592_0,29,7.896514
15,clueweb22-pt0000-30-11564_1,30,7.865341
15,clueweb22-pt0001-00-15102_8,31,7.8593483
15,clueweb22-pt0000-71-00746_0,32,7.849106
15,clueweb22-pt0001-67-12853_6,33,7.849106
15,clueweb22-pt0000-04-03936_3,34,7.818732
15,clueweb22-pt0000-37-19957_9,35,7.818732
15,clueweb22-pt0000-80-07295_5,36,7.818732
15,clueweb22-pt0000-62-18259_15,37,7.792097
15,clueweb22-pt0000-19-11216_30,38,7.7742624
15,clueweb22-pt0001-42-07011_0,39,7.7737427
15,clueweb22-pt0000-98-09957_0,40,7.768609
15,clueweb22-pt0000-05-04748_6,41,7.7583365
15,clueweb22-pt0001-84-12834_18,42,7.6878076
15,clueweb22-pt0001-92-03039_0,43,7.6774826
15,clueweb22-pt0000-37-00861_2,44,7.6416273
15,clueweb22-pt0001-85-06833_38,45,7.6217065
15,clueweb22-pt0001-38-16958_0,46,7.6089554
15,clueweb22-pt0000-05-16086_1,47,7.599345
15,clueweb22-pt0001-40-04925_5,48,7.599345
15,clueweb22-pt0000-79-05007_0,49,7.599306
15,clueweb22-pt0000-84-11372_0,50,7.575034
15,clueweb22-pt0000-47-03673_3,51,7.5434904
15,clueweb22-pt0001-45-01938_3,52,7.5434904
15,clueweb22-pt0000-38-00415_0,53,7.5249186
15,clueweb22-pt0001-57-07940_4,54,7.5044045
15,clueweb22-pt0000-80-09467_1,55,7.479833
15,clueweb22-pt0000-84-11457_20,56,7.456546
15,clueweb22-pt0001-89-07822_9,57,7.413129
15,clueweb22-pt0000-39-14408_0,58,7.390111
15,clueweb22-pt0000-50-19973_1,59,7.3786488
15,clueweb22-pt0000-54-01036_3,60,7.3491683
15,clueweb22-pt0001-12-11154_5,61,7.346408
15,clueweb22-pt0000-07-01736_1,62,7.2942357
15,clueweb22-pt0000-40-14702_1,63,7.294082
15,clueweb22-pt0001-92-01979_2,64,7.294082
15,clueweb22-pt0000-81-05335_9,65,7.246922
15,clueweb22-pt0001-25-08918_1,66,7.2416124
15,clueweb22-pt0000-41-08478_21,67,7.2416124
15,clueweb22-pt0001-40-05856_5,68,7.1816835
15,clueweb22-pt0001-22-17432_0,69,7.125875
15,clueweb22-pt0001-82-08570_0,70,7.120265
15,clueweb22-pt0000-60-15187_0,71,7.100856
15,clueweb22-pt0000-10-14765_0,72,7.0989637
15,clueweb22-pt0000-11-01297_0,73,7.0989637
15,clueweb22-pt0001-22-11551_9,74,7.0989637
15,clueweb22-pt0000-66-01479_6,75,7.07961
15,clueweb22-pt0000-94-05327_12,76,7.076062
15,clueweb22-pt0001-94-07578_0,77,6.9982333
15,clueweb22-pt0000-64-10728_69,78,6.9886875
15,clueweb22-pt0001-24-09389_1,79,6.9649706
15,clueweb22-pt0000-14-04361_0,80,6.9618263
15,clueweb22-pt0001-35-16576_23,81,6.9618263
15,clueweb22-pt0001-67-00133_0,82,6.9618263
15,clueweb22-pt0000-54-15744_27,83,6.945231
15,clueweb22-pt0000-37-16196_15,84,6.91777
15,clueweb22-pt0002-06-15127_3,85,6.914975
15,clueweb22-pt0000-78-11925_46,86,6.901144
15,clueweb22-pt0001-27-08095_8,87,6.878298
15,clueweb22-pt0000-47-14310_0,88,6.865341
15,clueweb22-pt0000-47-10058_2,89,6.861787
15,clueweb22-pt0001-41-20060_5,90,6.8405724
15,clueweb22-pt0000-53-00915_0,91,6.8368597
15,clueweb22-pt0000-29-17999_0,92,6.829887
15,clueweb22-pt0000-10-08997_7,93,6.7675204
15,clueweb22-pt0001-10-07434_20,94,6.7675204
15,clueweb22-pt0000-09-17092_1,95,6.7666087
15,clueweb22-pt0001-88-06001_1,96,6.7587957
15,clueweb22-pt0001-82-00382_4,97,6.744875
15,clueweb22-pt0000-52-10093_1,98,6.74048
15,clueweb22-pt0000-95-10333_28,99,6.6835184
15,clueweb22-pt0001-75-04813_1,100,6.678619
17,clueweb22-pt0001-12-10592_185,1,10.397959
17,clueweb22-pt0000-56-08592_21,2,9.728545
17,clueweb22-pt0001-30-03605_1,3,9.432097
17,clueweb22-pt0000-96-19302_15,4,9.360449
17,clueweb22-pt0000-11-18542_32,5,9.331902
17,clueweb22-pt0000-68-06970_2,6,9.321628
17,clueweb22-pt0001-85-17874_9,7,9.286721
17,clueweb22-pt0000-37-02594_1,8,9.2459545
17,clueweb22-pt0001-64-03688_91,9,9.206219
